title,originaltitle,tmdbid,imdbid,isadult,runtime,budget,revenue,votecount,voteaverage,originallanguage,releasedate
The Last Ride to Santa Cruz,Der letzte Ritt nach Santa Cruz,3523,tt0057247,false,95,0,0,1,9,de,1964-03-28
Ordered to Love,Lebensborn,3524,tt0055077,false,87,0,0,2,1.5,de,1961-01-13
Working Girl,Working Girl,3525,tt0096463,false,114,28000000,103173635,746,6.601,en,1988-12-20
Frances,Frances,3526,tt0083967,false,140,0,5000000,86,7.122,en,1982-12-03
Don\'t Come Knocking,Don\'t Come Knocking,3527,tt0377800,false,123,11000000,4663501,79,6.4,en,2005-05-19
A Goddamn Job,Ein göttlicher Job,3528,tt0246659,false,83,0,0,1,6,de,2001-04-19
The Thin Man,The Thin Man,3529,tt0025878,false,91,226408,1423000,334,7.569,en,1934-05-25
U-571,U-571,3536,tt0141926,false,116,62000000,127666415,966,6.437,en,2000-04-20
Fame,Fame,3537,tt0080716,false,134,8500000,42000000,356,6.5,en,1980-05-16
Gisela,Gisela,3538,tt0472094,false,90,0,0,6,4.8,de,2005-06-27
Off Beat,Kammerflimmern,3539,tt0412888,false,100,0,0,32,6.1,de,2004-09-11
Das letzte Stück Himmel,Das letzte Stück Himmel,3540,tt1076995,false,90,0,0,1,6,de,2007-08-17
The Mad Dog Killer,La belva col mitra,3541,tt0075740,false,91,0,0,21,5.5,it,1977-10-29
Lady Chatterley,Lady Chatterley,3542,tt0459880,false,167,0,0,76,6.3,fr,2006-11-01
Bagdad Cafe,Out of Rosenheim,3543,tt0095801,false,95,0,3587303,283,7.235,de,1987-11-12
Lebensborn,Lebensborn,3544,tt0123956,false,98,0,0,3,4.7,en,1997-01-10
Trail of the Falcon,Spur des Falken,3545,tt0063638,false,113,0,0,11,4.3,de,1968-06-21
Wściekły,Wściekły,3546,tt0081773,false,102,0,0,1,8,pl,1980-01-07
Reflections in a Golden Eye,Reflections in a Golden Eye,3547,tt0062185,false,108,4500000,0,98,6.6,en,1967-10-13
The Proposal,The Proposal,3548,tt0179435,false,91,0,0,10,6.7,en,2001-01-08
After the Wedding,Efter brylluppet,3549,tt0457655,false,124,0,0,317,7.188,da,2006-02-24
Mahogany,Mahogany,3554,tt0073335,false,109,0,0,14,6.1,en,1975-10-08
Mahogany,Mahogany,3555,tt0469939,false,10,0,0,0,0,en,2005-01-01
Mad Dog Coll,Mad Dog Coll,3556,tt0055118,false,88,0,0,4,6.8,en,1961-05-12
Leroy räumt auf,Leroy räumt auf,3557,tt1114752,false,18,0,0,2,6.5,en,2005-11-27
"Girl, Interrupted","Girl, Interrupted",3558,tt0172493,false,127,40000000,48350205,3049,7.555,en,1999-03-24
The Tube,Der Todestunnel - Nur die Wahrheit zählt,3559,tt0420255,false,95,0,0,1,10,de,2005-10-04
Ring of Darkness,Un ombra nell\'ombra,3560,tt0131510,false,106,0,0,6,5.1,it,1979-10-29
Obscene Desire,L\'osceno desiderio,3561,tt0076571,false,100,0,0,4,4.8,it,1978-12-04
Leroy,Leroy,3562,tt0898323,false,89,0,0,12,5.1,de,2007-09-27
I Now Pronounce You Chuck & Larry,I Now Pronounce You Chuck & Larry,3563,tt0762107,false,115,85000000,187134117,1933,6.024,en,2007-07-12
The Last Tunnel,Le Dernier Tunnel,3564,tt0373788,false,109,0,0,11,5.3,fr,2004-03-12
Underground,Underground,3565,tt0019509,false,84,0,0,14,6.8,en,1928-07-01
A Hero\'s Death,Heldentod - Der Tunnel und die Lüge,3572,tt0422407,false,50,0,0,0,0,de,2001-08-08
Emma,Emma,3573,tt0116191,false,121,6000000,22231658,502,6.75,en,1996-08-02
Doctor X,Doctor X,3574,tt0022827,false,76,0,0,52,6.2,en,1932-08-03
The Return of Doctor X,The Return of Doctor X,3575,tt0031851,false,62,0,0,37,6.1,en,1939-11-23
Calling Dr. Gillespie,Calling Dr. Gillespie,3576,tt0034570,false,89,0,0,3,6.7,en,1942-08-01
The Tunnel,Der Tunnel,3577,tt0251447,false,150,0,0,79,7,de,2001-01-21
Der Tunnel,Der Tunnel,3578,tt0024703,false,72,0,0,6,6,de,1933-10-26
Shadow Realm,Shadow Realm,3579,tt0328723,false,120,0,0,0,0,en,2002-07-27
Changeling,Changeling,3580,tt0824747,false,141,55000000,113020255,3538,7.605,en,2008-01-30
Death Line,Death Line,3581,tt0068458,false,87,0,0,80,5.9,en,1972-10-13
The Millionairess,The Millionairess,3582,tt0054086,false,89,0,0,27,5.6,en,1960-10-18
Der Tunnel,Der Tunnel,3583,tt0165999,false,90,0,0,0,0,en,1983-01-01
The Longest Tunnel,海峡,3584,tt0215887,false,142,0,0,0,0,ja,1982-10-16
Clockmaker,Clockmaker,3585,tt0160139,false,90,0,0,8,3.2,en,1998-08-18
Ready to Wear,Prêt-à-Porter,3586,tt0110907,false,133,15000000,11300653,161,5.335,en,1994-12-23
Bogus,Bogus,3587,tt0115725,false,110,32000000,0,204,5.7,en,1996-09-06
River Made to Drown In,River Made to Drown In,3588,tt0165445,false,98,0,0,6,4.7,en,1997-01-01
It Happened Tomorrow,It Happened Tomorrow,3589,tt0036962,false,85,0,0,42,6.893,en,1944-03-31
Mysterious Island,Таинственный остров,3590,tt0034260,false,75,0,0,5,6.4,ru,1941-05-03
One Million Years B.C.,One Million Years B.C.,3591,tt0060782,false,100,0,0,155,6.126,en,1966-11-24
One Million B.C.,One Million B.C.,3592,tt0032871,false,80,0,0,19,5.8,en,1940-04-05
Dr. Cyclops,Dr. Cyclops,3593,tt0032412,false,76,0,0,47,6.5,en,1940-04-09
The Number 23,The Number 23,3594,tt0481369,false,101,30000000,77566815,2744,6.419,en,2007-02-23
Ransom,Ransom,3595,tt0117438,false,121,80000000,309492681,1493,6.669,en,1996-11-08
Things to Come,Things to Come,3596,tt0028358,false,100,0,0,140,6.5,en,1936-03-31
I Know What You Did Last Summer,I Know What You Did Last Summer,3597,tt0119345,false,101,17000000,125586134,2240,5.928,en,1997-10-17
Lost Horizon,Lost Horizon,3598,tt0029162,false,132,4000000,0,153,7.111,en,1937-03-03
I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,3600,tt0130018,false,100,65000000,40002112,1212,5.318,en,1998-11-13
I\'ll Always Know What You Did Last Summer,I\'ll Always Know What You Did Last Summer,3602,tt0469111,false,92,0,0,291,4.3,en,2006-06-24
Black Sheep,Black Sheep,3603,tt0779982,false,87,0,4947717,592,5.756,en,2007-03-29
Flash Gordon,Flash Gordon,3604,tt0080745,false,111,35000000,27107960,747,6.235,en,1980-09-01
Tara Road,Tara Road,3631,tt0429153,false,101,12000000,875898,25,5.6,en,2005-05-11
Flash Gordon,Flash Gordon,3632,tt0027623,false,245,0,0,29,6.4,en,1936-10-10
Girl with a Pearl Earring,Girl with a Pearl Earring,3635,tt0335119,false,101,0,31466789,1163,6.626,en,2003-12-12
No Reservations,No Reservations,3638,tt0481141,false,104,28000000,92601050,1040,6.5,en,2007-06-15
Mostly Martha,Bella Martha,3640,tt0246772,false,106,0,4160475,83,6.7,de,2001-09-09
House of Ricordi,Casa Ricordi,3641,tt0046833,false,110,0,0,3,5.7,it,1954-12-01
Flash Gordon: The Greatest Adventure of All,Flash Gordon: The Greatest Adventure of All,3679,tt0270950,false,95,0,0,6,5.1,en,1982-08-21
What\'s New Pussycat?,What\'s New Pussycat?,3681,tt0059903,false,108,0,0,119,5.9,en,1965-06-22
54,54,3682,tt0120577,false,106,13000000,16757163,389,5.826,en,1998-08-28
Flags of Our Fathers,Flags of Our Fathers,3683,tt0418689,false,135,90000000,65900249,1515,6.839,en,2006-10-18
Flash Gordon in Space,Baytekin: Fezada Çarpışanlar,3684,tt0336004,false,90,0,0,0,0,tr,1967-01-01
Winnetou 1: Apache Gold,Winnetou 1,3685,tt0057687,false,101,0,0,107,6.8,de,1963-12-11
Winnetou: The Red Gentleman,Winnetou II,3686,tt0058751,false,94,0,0,91,6.5,de,1964-09-17
Flesh Gordon,Flesh Gordon,3687,tt0068595,false,90,700000,0,70,4.7,en,1974-07-30
Flesh Gordon Meets the Cosmic Cheerleaders,Flesh Gordon Meets the Cosmic Cheerleaders,3688,tt0097365,false,98,0,0,22,4.4,en,1990-07-11
Diamond Walkers,Diamond Walkers,3689,tt0154409,false,92,0,0,0,0,en,1965-08-20
City of Fear,City of Fear,3690,tt0154339,false,90,0,0,1,7,en,1965-08-01
Operation Double Cross,Train d\'enfer,3691,tt0061112,false,92,0,0,0,0,fr,1965-11-10
Secret Agent Super Dragon,New York chiama Superdrago,3692,tt0060956,false,100,0,0,11,2.7,it,1966-02-17
Objective: 500 Million,Objectif 500 millions,3693,tt0060773,false,90,0,0,8,5.5,fr,1966-06-29
"Che notte, ragazzi!","Che notte, ragazzi!",3694,tt0060323,false,0,0,0,0,0,it,1966-09-30
Stuntman,Stuntman,3695,tt0063652,false,98,0,0,0,0,en,1968-12-31
Versatile Lovers,Les belles au bois dormantes,3696,tt0064078,false,90,0,0,2,3.5,fr,1970-05-06
All the Brothers of the West Support Their Father,Tutti fratelli nel west... per parte di padre,3697,tt0153342,false,96,0,0,3,3.3,it,1972-01-01
"Amigo, Stay Away","Amico, stammi lontano almeno un palmo",3698,tt0068203,false,109,0,0,7,6.4,it,1972-02-04
Seven Blood-Stained Orchids,Sette orchidee macchiate di rosso,3699,tt0067696,false,92,0,0,46,5.9,it,1972-02-24
Violent Blood Bath,Pena de muerte,3700,tt0070522,false,89,0,0,3,8,es,1973-01-01
Gang War in Milan,Milano Rovente,3701,tt0134821,false,90,0,0,18,6.5,it,1973-02-21
"Beautiful, Rich, Slight Physical Defect, Seeks Soulmate","Bella, ricca, lieve difetto fisico, cerca anima gemella",3703,tt0069775,false,91,0,0,7,4.286,it,1973-02-08
In July,Im Juli,3716,tt0177858,false,96,0,0,172,7.308,de,2000-08-23
Tsunami,Tsunami,3717,tt0425573,false,90,0,0,6,4.6,de,2005-08-28
Onibaba,鬼婆,3763,tt0058430,false,105,0,0,275,7.749,ja,1964-11-21
The Naked Island,裸の島,3764,tt0056049,false,97,0,0,98,7.9,ja,1960-11-23
The Lady from Shanghai,The Lady from Shanghai,3766,tt0040525,false,87,2300000,1564609,487,7.418,en,1947-12-24
Gilda,Gilda,3767,tt0038559,false,110,2000000,6000000,434,7.601,en,1946-04-25
Throne of Blood,蜘蛛巣城,3777,tt0050613,false,108,0,13422,609,7.959,ja,1957-01-15
Red Beard,赤ひげ,3780,tt0058888,false,185,0,0,246,8.1,ja,1965-04-03
Ikiru,生きる,3782,tt0044741,false,143,0,55240,819,8.379,ja,1952-10-09
Destination Saturn,Destination Saturn,3783,tt0060303,false,90,0,0,0,0,en,1966-01-01
Frankie and Johnny,Frankie and Johnny,3784,tt0101912,false,118,29000000,22773535,445,6.749,en,1991-10-11
Buck Rogers in the 25th Century,Buck Rogers in the 25th Century,3785,tt0210595,false,10,0,0,7,4.4,en,1934-01-01
Buck Rogers in the 25th Century,Buck Rogers in the 25th Century,3786,tt0077278,false,98,3500000,21700000,49,6,en,1979-03-02
Buck Rogers,Buck Rogers,3787,tt0075792,false,90,0,0,2,5.5,en,1977-01-01
Ham and the Masked Marvel,Ham and the Masked Marvel,3845,tt0311247,false,15,0,0,0,0,en,1916-04-01
The Musical Marvel,The Musical Marvel,3846,tt0008338,false,22,0,0,1,4,en,1917-02-11
Für den unbekannten Hund,Für den unbekannten Hund,3851,tt0475278,false,107,1280000,0,3,4,de,2007-11-08
Dark Blue Almost Black,AzulOscuroCasiNegro,3865,tt0452971,false,105,0,0,78,6.8,es,2006-03-24
D-Day on Mars,D-Day on Mars,3866,tt0060274,false,100,0,0,0,0,en,1966-01-01
El camino de las hormigas,El camino de las hormigas,3867,tt0106509,false,54,156000,0,3,7,es,1993-03-31
1900,Novecento,3870,tt0074084,false,317,9000000,0,493,7.9,it,1976-09-01
Brothers,Brødre,3875,tt0386342,false,117,0,0,81,6.605,da,2004-08-27
Things We Lost in the Fire,Things We Lost in the Fire,3877,tt0469623,false,113,16000000,2849142,274,6.542,en,2007-09-26
Sakima and the Masked Marvel,Sakima and the Masked Marvel,3899,tt0060929,false,100,0,0,0,0,en,1966-01-01
Deszcz,Deszcz,3901,tt2165717,false,7,10000,0,0,0,pl,1986-10-06
I\'m Not There,I\'m Not There,3902,tt0368794,false,135,20000000,4001121,560,6.595,en,2007-10-01
Primavera,Primavera,3920,,false,15,15000,0,0,0,pl,1990-05-02
Wiatr,Wiatr,3921,,false,10,10000,0,0,0,pl,1987-10-05
Kolysanka,Kolysanka,3922,,false,10,10000,0,0,0,pl,1988-10-05
Jam Dwór Polski,Jam Dwór Polski,3923,,false,27,0,0,0,0,pl,1990-11-06
Blondie,Blondie,3924,tt0029927,false,70,0,0,5,7.1,en,1938-11-30
Blondie Brings Up Baby,Blondie Brings Up Baby,3929,tt0031106,false,72,0,0,5,6.6,en,1939-11-08
Blondie Takes a Vacation,Blondie Takes a Vacation,3930,tt0031108,false,72,0,0,5,7,en,1939-07-20
Blondie Meets the Boss,Blondie Meets the Boss,3931,tt0031107,false,75,0,0,7,5.9,en,1939-03-08
Corpse Bride,Corpse Bride,3933,tt0121164,false,77,40000000,118133252,7328,7.486,en,2005-09-12
Ménage,Tenue de soirée,3934,tt0092068,false,84,0,0,156,6.574,fr,1986-04-23
The Last Woman,La Dernière Femme,3935,tt0075364,false,108,0,0,28,6.2,fr,1976-04-20
Blondie Has Servant Trouble,Blondie Has Servant Trouble,3936,tt0032261,false,72,0,0,4,7.5,en,1940-07-25
Blondie on a Budget,Blondie on a Budget,3937,tt0032263,false,72,0,0,6,6.2,en,1940-02-29
Blondie Plays Cupid,Blondie Plays Cupid,3938,tt0032262,false,72,0,0,5,7,en,1940-10-31
Blondie in Society,Blondie in Society,3939,tt0033404,false,76,0,0,5,7.4,en,1941-07-17
Blondie for Victory,Blondie for Victory,3940,tt0034526,false,71,0,0,2,8,en,1942-08-06
Blondie Goes Latin,Blondie Goes Latin,3941,tt0033403,false,72,0,0,5,6.6,en,1941-02-27
Blondie Goes to College,Blondie Goes to College,3942,tt0034525,false,74,0,0,6,6.8,en,1942-01-15
Blondie\'s Blessed Event,Blondie\'s Blessed Event,3943,tt0034527,false,69,0,0,3,7.3,en,1942-04-09
Footlight Glamour,Footlight Glamour,3944,tt0035895,false,69,0,0,3,7.7,en,1943-09-30
It\'s a Great Life,It\'s a Great Life,3959,tt0036049,false,72,0,0,2,7.5,en,1943-05-27
Weißt was geil wär...?!,Weißt was geil wär...?!,3960,tt1104712,false,97,0,0,0,0,de,2007-01-11
Leave It to Blondie,Leave It to Blondie,3961,tt0037866,false,74,0,0,2,6,en,1945-02-22
Bis zum Ellenbogen,Bis zum Ellenbogen,3962,tt0818108,false,90,0,0,8,6.5,de,2007-11-01
Blondie Knows Best,Blondie Knows Best,3966,tt0038367,false,69,0,0,3,6.7,en,1946-10-17
Blondie\'s Lucky Day,Blondie\'s Lucky Day,3967,tt0038368,false,72,0,0,4,6.5,en,1946-04-04
Life with Blondie,Life with Blondie,3968,tt0038691,false,72,0,0,1,6,en,1945-12-13
Blondie in the Dough,Blondie in the Dough,3969,tt0039200,false,69,0,0,2,6.5,en,1947-10-16
Blondie\'s Anniversary,Blondie\'s Anniversary,3970,tt0039201,false,67,0,0,4,5.8,en,1947-12-18
Blondie\'s Big Moment,Blondie\'s Big Moment,3976,tt0039202,false,70,0,0,4,4.8,en,1947-01-09
Blondie\'s Holiday,Blondie\'s Holiday,3977,tt0039203,false,67,0,0,2,6,en,1947-04-10
Blondie\'s Reward,Blondie\'s Reward,3978,tt0040173,false,66,0,0,3,6.7,en,1948-06-03
Blondie\'s Secret,Blondie\'s Secret,3979,tt0040174,false,67,0,0,2,6.5,en,1948-12-23
Critters,Critters,3980,tt0090887,false,82,2000000,13167232,730,6.413,en,1986-04-11
What Women Want,What Women Want,3981,tt0207201,false,127,70000000,374111707,3301,6.41,en,2000-12-15
The Sweet and the Bitter,Il dolce e l\'amaro,3982,tt1071785,false,98,0,0,27,6.1,it,2007-09-04
Brucio nel vento,Brucio nel vento,3983,tt0308071,false,118,0,0,4,5.8,it,2002-01-18
Shelter Me,Riparo,3984,tt0816626,false,100,130000,0,13,5.2,it,2007-02-13
Blondie Hits the Jackpot,Blondie Hits the Jackpot,3985,tt0041188,false,66,0,0,2,6.5,en,1949-09-08
Blondie\'s Big Deal,Blondie\'s Big Deal,3986,tt0041189,false,67,0,0,3,6.3,en,1949-03-04
Beware of Blondie,Beware of Blondie,3987,tt0042243,false,66,0,0,2,6,en,1950-04-13
Blondie\'s Hero,Blondie\'s Hero,3988,tt0042263,false,67,0,0,2,6.5,en,1950-03-09
Team America: World Police,Team America: World Police,3989,tt0372588,false,98,32000000,50907422,1519,6.69,en,2004-10-10
